LName,FName,MI,ANumber,Grad year,Sex,LVL,College,Degree,Program,Major1,Major2,Minor1,Minor2,Conc1,Conc2,Salary,Loans,StartDate,GraduatedAtUindy
Phillips,Olivia,X,A00932841,201720,F,U,AS,BA,BA-AS,HIST,PSCI,,,,,34,89,201620,1
Davidson,Herbert,N,A00932039,201710,F,U,AS,BA,BA-AS,HIST,,PHIL,,,,45,17,201110,1
Ortega,Derek,B,A00921973,201720,F,U,AS,BA,BA-AS,HIST,GG2,,,US,,42,61,201320,1
Riley,Harriett,N,A00938204,201710,F,U,AS,BA,BA-AS,HIST,GG2,,,,,59,35,201610,0
Gordon,Beulah,I,A00991782,201720,F,U,AS,BA,BA-AS,HIST,,PSCI,,,,48,51,201220,0
Lawrence,Leila,U,A00907477,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,49,92,200520,0
Schwartz,Vernon,P,A00988436,201020,M,G,BN,MPS,MPS-BN,HRDA,,,,,,35,78,200620,1
Colon,Jordan,S,A00910517,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,34,91,200720,0
Carpenter,Callie,Q,A00974061,201010,F,G,BN,MPS,MPS-BN,HRDA,,,,,,60,70,200510,1
Cook,Edgar,W,A00918544,201020,M,G,BN,MPS,MPS-BN,HRDA,,,,,,40,20,200620,1
Hansen,Lois,N,A00934046,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,56,56,200720,0
Copeland,Vera,K,A00935078,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,50,39,200820,1
Webb,Willie,I,A00969145,201010,F,G,BN,MPS,MPS-BN,HRDA,,,,,,24,87,200910,1
Gross,Millie,L,A00975217,201010,F,G,BN,MPS,MPS-BN,HRDA,,,,,,55,82,200510,1
Rios,Lillie,H,A00957470,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,26,90,200520,1
Kelley,Craig,M,A00963865,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,55,54,200520,1
Riley,Lou,B,A00935645,201020,M,G,BN,MPS,MPS-BN,HRDA,,,,,,60,17,200420,1
Cook,Allen,R,A00947799,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,51,42,200620,1
Freeman,Harry,M,A00908435,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,45,87,200920,1
Reeves,Franklin,F,A00938236,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,59,16,200720,0
Mullins,Clifford,D,A00971596,201020,F,G,BN,MPS,MPS-BN,HRDA,,,,,,50,15,200520,0
Barber,Dora,H,A00930396,201110,F,G,BN,MPS,MPS-BN,HRDA,,,,,,40,14,200610,1
Harmon,Mitchell,L,A00964796,201120,F,G,BN,MPS,MPS-BN,HRDA,,,,,,31,12,200920,0
Perry,Dorothy,H,A00985204,201120,F,G,BN,MPS,MPS-BN,HRDA,,,,,,47,12,200820,1
Sparks,Jorge,G,A00998433,201120,F,G,BN,MPS,MPS-BN,HRDA,,,,,,48,68,200620,1
Morgan,Bernard,T,A00941890,201110,F,G,BN,MPS,MPS-BN,HRDA,,,,,,55,80,200810,1
Beck,Dominic,J,A00937749,201110,M,G,BN,MPS,MPS-BN,HRDA,,,,,,53,54,200810,0
Valdez,Philip,L,A00966344,201120,F,G,BN,MPS,MPS-BN,HRDA,,,,,,53,100,200920,0
Jimenez,Mable,P,A00921108,201120,F,G,BN,MPS,MPS-BN,HRDA,,,,,,47,21,201020,1
Washington,Louise,O,A00919629,201120,F,G,BN,MPS,MPS-BN,HRDA,,,,,,50,40,200720,1
Hodges,Helen,C,A00970550,201120,M,G,BN,MPS,MPS-BN,HRDA,,,,,,63,45,200520,1
Price,Daisy,R,A00905104,201120,F,G,BN,MPS,MPS-BN,HRDA,,,,,,54,95,200920,1
Reeves,Jay,L,A00971393,201120,F,G,BN,MPS,MPS-BN,HRDA,,,,,,55,81,200520,0
Kennedy,Max,Y,A00989697,201120,F,G,BN,MPS,MPS-BN,HRDA,,,,,,30,43,200620,1
Watts,Dennis,H,A00930290,201220,F,G,BN,MPS,MPS-BN,HRDA,,,,,,68,65,201120,1
Steele,Ella,R,A00937085,201220,F,G,BN,MPS,MPS-BN,HRDA,,,,,,33,35,200720,1
Lyons,Gerald,E,A00921166,201210,M,G,BN,MPS,MPS-BN,HRDA,,,,,,50,46,201010,0
Lawrence,Marguerite,G,A00939071,201220,F,G,BN,MPS,MPS-BN,HRDA,,,,,,36,59,200720,1
Guzman,Olga,G,A00910990,201220,F,G,BN,MPS,MPS-BN,HRDA,,,,,,50,72,201020,0
Brewer,Eric,R,A00956787,201220,F,G,BN,MPS,MPS-BN,HRDA,,,,,,62,46,201020,0
Gordon,Nelle,L,A00977485,201220,F,G,BN,MPS,MPS-BN,HRDA,,,,,,57,83,200620,0
Todd,Henrietta,Y,A00978031,201220,M,G,BN,MPS,MPS-BN,HRDA,,,,,,54,89,201020,1
Murray,Edgar,T,A00989217,201220,F,G,BN,MPS,MPS-BN,HRDA,,,,,,71,79,200620,0
Gilbert,Lilly,N,A00971786,201220,M,G,BN,MPS,MPS-BN,HRDA,,,,,,57,25,200920,1
Cox,Brandon,J,A00976938,201220,M,G,BN,MPS,MPS-BN,HRDA,,,,,,51,70,200720,1
Ward,Rose,F,A00967927,201220,F,G,BN,MPS,MPS-BN,HRDA,,,,,,53,16,201020,0
Howell,Mable,Y,A00934157,201220,F,G,BN,MPS,MPS-BN,HRDA,,,,,,45,40,200720,0
Norman,Peter,R,A00926341,201310,M,G,BN,MPS,MPS-BN,HRDA,,,,,,40,11,200810,0
Welch,Todd,Q,A00914542,201310,F,G,BN,MPS,MPS-BN,HRDA,,,,,,29,98,200910,1
Park,Effie,Y,A00959316,201320,F,G,BN,MPS,MPS-BN,HRDA,,,,,,44,39,201020,1
Foster,Alexander,Y,A00952204,201320,F,G,BN,MPS,MPS-BN,HRDA,,,,,,65,91,201020,0
Schneider,Caroline,J,A00976280,201320,M,G,BN,MPS,MPS-BN,HRDA,,,,,,65,63,200820,0
Stanley,Arthur,Q,A00961021,201310,F,G,BN,MPS,MPS-BN,HRDA,,,,,,48,100,201210,0
Newton,Lulu,K,A00916359,201320,F,G,BN,MPS,MPS-BN,HRDA,,,,,,60,16,200720,0
Cook,Harry,L,A00947078,201320,F,G,BN,MPS,MPS-BN,HRDA,,,,,,51,96,200920,1
Bowen,Hester,X,A00914671,201310,M,G,BN,MPS,MPS-BN,HRDA,,,,,,51,12,200910,1
Lindsey,Christina,C,A00940817,201310,F,G,BN,MPS,MPS-BN,HRDA,,,,,,40,67,200810,1
Warren,Lillian,D,A00998300,201420,M,G,BN,MPS,MPS-BN,HRDA,,,,,,58,58,200920,1
Rodriguez,Edna,O,A00915310,201420,F,G,BN,MPS,MPS-BN,HRDA,,,,,,53,88,201220,1
Vega,Johnny,L,A00987139,201420,M,G,BN,MPS,MPS-BN,HRDA,,,,,,70,56,201120,1
Byrd,Ethel,G,A00927799,201420,F,G,BN,MPS,MPS-BN,HRDA,,,,,,46,62,201120,1
Tyler,Miguel,J,A00964438,201420,M,G,BN,MPS,MPS-BN,HRDA,,,,,,53,10,201020,1
Mendez,Vera,Y,A00941383,201420,F,G,BN,MPS,MPS-BN,HRDA,,,,,,41,57,200820,1
Daniels,Nathaniel,R,A00950700,201420,F,G,BN,MPS,MPS-BN,HRDA,,,,,,62,52,201220,0
Moore,Sarah,X,A00963727,201420,F,G,BN,MPS,MPS-BN,HRDA,,,,,,56,54,200920,0
Nguyen,Milton,N,A00918138,201410,F,G,BN,MPS,MPS-BN,HRDA,,,,,,56,42,201210,1
Robertson,Lizzie,N,A00974766,201520,F,G,BN,MPS,MPS-BN,HRDA,,,,,,35,90,201020,1
Mitchell,Charlotte,J,A00960249,201510,M,G,BN,MPS,MPS-BN,HRDA,,,,,,66,67,201210,1
Mendoza,Danny,I,A00919932,201520,M,G,BN,MPS,MPS-BN,HRDA,,,,,,41,30,201420,0
Stevenson,Henrietta,V,A00958803,201520,F,G,BN,MPS,MPS-BN,HRDA,,,,,,53,22,201220,0
Martinez,Juan,W,A00965902,201510,M,G,BN,MPS,MPS-BN,HRDA,,,,,,54,79,200910,1
Coleman,Emilie,J,A00949211,201520,F,G,BN,MPS,MPS-BN,HRDA,,,,,,52,96,201120,1
Page,Maggie,T,A00996258,201520,M,G,BN,MPS,MPS-BN,HRDA,,,,,,60,88,201220,1
Roy,Bernice,L,A00944371,201520,F,G,BN,MPS,MPS-BN,HRDA,,,,,,51,20,201020,0
Welch,Phillip,Q,A00954402,201610,F,G,BN,MPS,MPS-BN,HRDA,,,,,,51,52,201110,1
Gregory,Chris,J,A00987266,201620,F,G,BN,MPS,MPS-BN,HRDA,,,,,,47,85,201520,0
Cohen,Viola,I,A00974956,201620,F,G,BN,MPS,MPS-BN,HRDA,,,,,,53,93,201420,0
Santos,Dorothy,C,A00920593,201620,F,G,BN,MPS,MPS-BN,HRDA,,,,,,41,51,201120,1
Maldonado,Christopher,J,A00932108,201620,F,G,BN,MPS,MPS-BN,HRDA,,,,,,47,26,201120,1
Morrison,Jose,U,A00954046,201620,F,G,BN,MPS,MPS-BN,HRDA,,,,,,53,46,201120,1
Weaver,Clayton,I,A00969084,201620,F,G,BN,MPS,MPS-BN,HRDA,,,,,,30,25,201420,1
Gilbert,Cornelia,L,A00998735,201620,F,G,BN,MPS,MPS-BN,HRDA,,,,,,46,60,201420,0
Crawford,Fannie,E,A00955495,201710,F,G,BN,MPS,MPS-BN,HRDA,,,,,,41,30,201610,0
Gonzalez,Max,P,A00980263,201720,F,G,BN,MPS,MPS-BN,HRDA,,,,,,32,80,201320,1
Dawson,Johnny,U,A00992463,201720,F,G,BN,MPS,MPS-BN,HRDA,,,,,,47,88,201420,0
Fowler,Matthew,M,A00967479,201720,F,G,BN,MPS,MPS-BN,HRDA,,,,,,50,47,201620,1
Sandoval,Howard,U,A00919255,201720,F,G,BN,MPS,MPS-BN,HRDA,,,,,,54,47,201120,0
Norton,Alma,S,A00948918,201020,F,U,BN,BS,BS-BN,HRM,,,,,,52,38,200420,0
Walton,Owen,Q,A00954166,201020,F,U,BN,BS,BS-BN,HRM,,CIS,,,,50,34,200620,0
Tucker,Marion,M,A00966996,201020,F,U,BN,BS,BS-BN,HRM,,,,,,51,13,200920,1
Burns,Mason,F,A00934915,201020,F,U,BN,BS,BS-BN,HRM,,ISA,,,,44,36,200620,1
Ortega,Dale,K,A00961495,201020,F,U,BN,BA,BA-BN,HRM,,IS,,,,48,55,200720,1
Murphy,William,S,A00900439,201020,F,U,BN,BS,BS-BN,HRM,,,,,,49,82,200820,0
Stevens,Tillie,W,A00992048,201120,F,U,BN,BS,BS-BN,HRM,,,,,,39,22,200920,0
McGuire,Louise,I,A00937525,201120,M,U,BN,BS,BS-BN,HRM,,CIS,,,,64,22,201020,0
Ramsey,Lena,Z,A00988281,201120,F,U,BN,BS,BS-BN,HRM,,,,,,55,13,200620,1
Johnston,Jack,Y,A00961583,201120,F,U,BN,BS,BS-BN,HRM,,,,,,55,29,201020,1
King,Jimmy,L,A00916138,201210,F,U,BN,BS,BS-BN,HRM,,CIS,,,,40,40,200710,1
Frazier,Ora,H,A00935978,201220,F,U,BN,BS,BS-BN,HRM,,,,,,45,58,201020,1
Cruz,Elsie,O,A00978968,201220,F,U,BN,BS,BS-BN,HRM,,CIS,,,,38,14,200620,1
Fisher,Edward,Y,A00928418,201220,F,U,BN,BS,BS-BN,HRM,,,,,,67,73,200820,1
Gomez,Cora,W,A00983925,201210,F,U,BN,BA,BA-BN,HRM,,IS,,,,52,51,200710,1
Robertson,Ray,N,A00921253,201220,F,U,BN,BS,BS-BN,HRM,,,,,,40,42,200620,1
Powers,Adeline,J,A00972515,201320,F,U,BN,BS,BS-BN,HRM,,ISA,,,,43,66,200820,0
Christensen,Dustin,H,A00918136,201310,F,U,BN,BS,BS-BN,HRM,,ISA,,,,63,71,200710,1
Anderson,Callie,A,A00914133,201320,F,U,BN,BS,BS-BN,HRM,,ISA,,,,49,66,200720,0
Gibson,Willie,R,A00965803,201320,F,U,BN,BS,BS-BN,HRM,,CIS,,,,62,38,200820,1
Oliver,Raymond,P,A00917660,201420,F,U,BN,BS,BS-BN,HRM,,SCM,,,,57,15,200920,0
Robertson,Nancy,N,A00958015,201420,F,U,BN,BS,BS-BN,HRM,,ISA,,,,43,74,200820,1
Gibson,Elmer,F,A00956689,201410,F,U,BN,BS,BS-BN,HRM,,,,,,51,46,201310,1
Walters,Clayton,M,A00996163,201410,F,U,BN,BS,BS-BN,HRM,,,,,,45,34,201010,1
Lloyd,Luella,F,A00988484,201520,F,U,BN,BS,BS-BN,HRM,,,,,,48,65,201320,1
Watson,Amanda,D,A00922951,201520,F,U,BN,BS,BS-BN,HRM,,,,,,59,89,201020,0
Gutierrez,Irene,K,A00905756,201510,M,U,BN,BS,BS-BN,HRM,,PSYC,,,,50,12,200910,1
Roberts,Lucy,V,A00948032,201520,F,U,BN,BS,BS-BN,HRM,,,,,,34,28,201320,1
Baker,Belle,S,A00952696,201620,F,U,BN,BS,BS-BN,HRM,,PSYC,,,,58,52,201120,1
Alvarado,Cory,Q,A00993741,201610,F,U,BN,BA,BA-BN,HRM,,IS,,,,46,58,201510,1
Powers,Gary,H,A00923234,201610,F,U,BN,BA,BA-BN,HRM,,IS,,,,44,59,201210,1
Jones,Ronnie,S,A00967350,201610,F,U,BN,BS,BS-BN,HRM,,ISA,,,,45,44,201110,1
Underwood,Anne,I,A00995836,201610,M,U,BN,BS,BS-BN,HRM,,,,,,39,44,201410,1
Gilbert,Nicholas,K,A00937874,201620,F,U,BN,BA,BA-BN,HRM,,IS,,,,50,28,201220,1
Mitchell,Amelia,T,A00985587,201720,F,U,BN,BS,BS-BN,HRM,,,,,,45,47,201320,0
Howell,Connor,H,A00934953,201710,M,U,BN,BS,BS-BN,HRM,,MKTG,,,,71,21,201310,1
Byrd,Louise,U,A00907490,201720,M,U,BN,BS,BS-BN,HRM,,CIS,,,,49,18,201220,1
Frazier,Alejandro,H,A00978860,201720,M,U,BN,BS,BS-BN,HRM,,PSYC,,,,46,14,201520,0
Benson,Norman,T,A00966869,201020,F,U,BN,BA,BA-BN,IBUS,,,,,,54,80,200620,1
Tyler,Douglas,Y,A00950233,201020,M,U,BN,BA,BA-BN,IBUS,,,,,,36,39,200520,0
Mitchell,Evelyn,N,A00992863,201020,F,U,BN,BA,BA-BN,IBUS,,,,,,62,59,200920,1
Taylor,Nicholas,U,A00971817,201010,F,U,BN,BA,BA-BN,IBUS,,,,,,41,36,200710,1
Frank,Raymond,P,A00961587,201010,M,U,BN,BA,BA-BN,IBUS,,,,,,69,75,200510,0
Chambers,Frederick,X,A00979027,201020,M,U,BN,BA,BA-BN,IBUS,MKTG,,,,,58,52,200620,1
Chandler,Manuel,V,A00936165,201020,M,U,BN,BA,BA-BN,IBUS,,,,,,51,52,200920,1
Price,Mario,K,A00966478,201020,M,U,BN,BA,BA-BN,IBUS,,,,,,54,42,200520,1
Copeland,Ricky,J,A00915243,201020,F,U,BN,BA,BA-BN,IBUS,,,,,,54,92,200620,1
Tran,Dennis,G,A00903584,201020,M,U,BN,BA,BA-BN,IBUS,,,,,,54,92,200520,1
Gordon,Harriet,N,A00912904,201020,F,U,BN,BA,BA-BN,IBUS,,FIN,,,,36,84,200820,1
Buchanan,Elva,D,A00988332,201010,M,U,BN,BA,BA-BN,IBUS,,,,,,44,82,200910,0
Maldonado,Samuel,U,A00909487,201020,F,U,BN,BA,BA-BN,IBUS,,,,,,43,60,200420,1
Watts,Oscar,B,A00995421,201020,M,U,BN,BA,BA-BN,IBUS,,,,,,59,69,200420,1
Butler,Juan,B,A00950843,201120,M,U,BN,BA,BA-BN,IBUS,MKTG,,,,,42,42,200620,1
Roy,Jose,J,A00926378,201120,F,U,BN,BA,BA-BN,IBUS,ISA,,,,,39,11,200520,1
Burke,Ella,Q,A00973570,201110,M,U,BN,BA,BA-BN,IBUS,,,,,,69,77,200810,1
Rice,Inez,Q,A00966812,201120,F,U,BN,BA,BA-BN,IBUS,,,,,,43,84,200520,0
Hammond,Wesley,K,A00957562,201120,M,U,BN,BA,BA-BN,IBUS,,,,,,51,94,200820,1
Glover,Warren,N,A00958826,201120,M,U,BN,BA,BA-BN,IBUS,ISA,,,,,48,67,200820,1
Guzman,Mitchell,Z,A00994296,201120,M,U,BN,BA,BA-BN,IBUS,ISA,,,,,66,39,200920,0
Parker,Christine,K,A00945503,201120,F,U,BN,BA,BA-BN,IBUS,,,,,,38,70,201020,1
Bridges,Alberta,Z,A00933573,201110,M,U,BN,BA,BA-BN,IBUS,,,,,,56,71,200810,0
Guerrero,Chris,S,A00955045,201120,F,U,BN,BA,BA-BN,IBUS,,,,,,56,84,200720,1
Goodwin,Vera,J,A00991128,201120,F,U,BN,BA,BA-BN,IBUS,,,,,,19,13,201020,1
Ellis,Sallie,S,A00983789,201220,M,U,BN,BA,BA-BN,IBUS,,MKTG,,,,48,66,200920,0
Fleming,Rena,R,A00906813,201220,M,U,BN,BA,BA-BN,IBUS,,,,,,41,12,201020,1
Fowler,May,F,A00915466,201220,M,U,BN,BA,BA-BN,IBUS,,,,,,38,98,201120,1
Sparks,Virginia,Z,A00954921,201220,M,U,BN,BA,BA-BN,IBUS,,,,,,44,63,200920,1
Hunter,Ray,T,A00993685,201220,F,U,BN,BA,BA-BN,IBUS,ISA,,,,,40,13,200820,0
Hall,Emily,Z,A00919328,201220,F,U,BN,BA,BA-BN,IBUS,ISA,,,,,62,20,200620,0
Sims,Clifford,N,A00923824,201220,M,U,BN,BA,BA-BN,IBUS,,MKTG,,,,51,69,200820,1
Paul,Anne,Q,A00956837,201210,M,U,BN,BA,BA-BN,IBUS,,,,,,43,80,200910,1
Hart,Corey,D,A00979333,201220,F,U,BN,BA,BA-BN,IBUS,,,,,,55,40,200620,1
Reynolds,Randy,S,A00945178,201220,F,U,BN,BA,BA-BN,IBUS,,,,,,51,25,200720,1
Payne,Leah,E,A00977560,201220,F,U,BN,BA,BA-BN,IBUS,,,,,,36,58,201120,0
Newton,Richard,T,A00902914,201210,M,U,BN,BA,BA-BN,IBUS,,,,,,63,98,200610,1
Sanders,Charlotte,Z,A00945316,201320,F,U,BN,BA,BA-BN,IBUS,,,,,,50,83,200820,1
Marshall,Luis,P,A00917722,201310,M,U,BN,BA,BA-BN,IBUS,,,,,,50,96,200810,0
Gill,Lucy,C,A00995380,201320,F,U,BN,BA,BA-BN,IBUS,MKTG,,,,,26,93,201120,1
Copeland,Julian,F,A00985403,201320,F,U,BN,BA,BA-BN,IBUS,,,,,,48,49,200820,0
Hardy,Scott,J,A00970801,201310,M,U,BN,BA,BA-BN,IBUS,,FIN,,,,62,41,201010,0
Dean,Janie,B,A00989318,201320,F,U,BN,BA,BA-BN,IBUS,,,,,,50,30,201220,1
Alvarez,Shane,V,A00906169,201320,F,U,BN,BA,BA-BN,IBUS,,,,,,40,87,201020,0
Howard,Micheal,R,A00947538,201320,M,U,BN,BA,BA-BN,IBUS,,,,,,54,42,200720,1
Drake,Jerry,T,A00997269,201320,M,U,BN,BA,BA-BN,IBUS,MKTG,,,,,40,87,200720,0
Lee,Maurice,A,A00902311,201320,F,U,BN,BA,BA-BN,IBUS,,,,,,42,83,201220,1
Phillips,Jason,J,A00903375,201310,M,U,BN,BA,BA-BN,IBUS,,,,,,58,22,200910,0
Burke,Maria,J,A00949735,201410,M,U,BN,BA,BA-BN,IBUS,,,,,,49,64,201310,1
Burgess,Sam,A,A00902076,201420,F,U,BN,BA,BA-BN,IBUS,,,,,,64,96,201320,1
Osborne,Bessie,H,A00985116,201420,M,U,BN,BA,BA-BN,IBUS,,,,,,59,93,201220,1
Perry,Maggie,I,A00967581,201420,M,U,BN,BA,BA-BN,IBUS,,,,,,64,72,201020,1
Dixon,Fannie,X,A00949189,201420,M,U,BN,BA,BA-BN,IBUS,,,,,,33,59,201220,0
Walsh,Isabel,R,A00926165,201410,M,U,BN,BA,BA-BN,IBUS,,,,,,44,41,201210,1
Stokes,Kyle,Q,A00972653,201410,F,U,BN,BA,BA-BN,IBUS,,FIN,,,,40,59,201210,0
Nelson,Samuel,I,A00972325,201410,F,U,BN,BA,BA-BN,IBUS,,,,,,45,96,201110,0
Mullins,Arthur,M,A00970251,201420,M,U,BN,BA,BA-BN,IBUS,,,,,,58,51,201320,1
Morgan,Edward,H,A00943546,201520,M,U,BN,BA,BA-BN,IBUS,,,,,,66,19,200920,1
Payne,Theresa,K,A00901408,201520,M,U,BN,BA,BA-BN,IBUS,ISA,,,,,54,37,201320,1
Herrera,Mabelle,Z,A00923401,201520,M,U,BN,BA,BA-BN,IBUS,,,,,,48,48,201020,1
Hart,Ollie,L,A00935295,201520,M,U,BN,BA,BA-BN,IBUS,,,,,,58,32,201120,1
Valdez,Randy,B,A00903878,201520,M,U,BN,BA,BA-BN,IBUS,ISA,,,,,44,52,201420,1
Clark,Lawrence,L,A00945821,201520,F,U,BN,BA,BA-BN,IBUS,,,,,,42,94,201420,0
Rios,Ruby,A,A00964349,201520,F,U,BN,BA,BA-BN,IBUS,,,,,,42,47,201420,1
Jimenez,Daisy,K,A00966165,201610,F,U,BN,BA,BA-BN,IBUS,,,,,,76,76,201010,1
Briggs,Zachary,Z,A00994871,201620,F,U,BN,BA,BA-BN,IBUS,,,,,,50,98,201320,1
West,Lilly,A,A00957864,201620,M,U,BN,BA,BA-BN,IBUS,,,,,,40,35,201220,0
Malone,Barry,Z,A00954249,201620,F,U,BN,BA,BA-BN,IBUS,,,,,,48,75,201420,0
Riley,Randy,Y,A00928671,201620,F,U,BN,BA,BA-BN,IBUS,,,,,,60,60,201520,0
Stevenson,Gussie,X,A00937201,201720,F,U,BN,BA,BA-BN,IBUS,MKTG,,,,,42,32,201220,1
Carr,Shawn,O,A00919481,201720,F,U,BN,BA,BA-BN,IBUS,,,,,,46,69,201620,1
Mitchell,Amanda,J,A00943971,201020,F,U,AS,BA,BA-AS,IREL,PSCI,,,,,21,74,200820,1
Fernandez,May,B,A00946953,201020,F,U,AS,BA,BA-AS,IREL,FRGM,PSCI,,MTCS,,29,53,200920,0
Houston,Troy,B,A00954138,201020,F,G,AS,MA,MA-AS,IREL,,,,,,60,57,200520,1
Collier,Troy,T,A00995292,201010,F,U,AS,BA,BA-AS,IREL,,MKTG,,,,47,71,200510,0
West,Peter,B,A00915523,201020,M,U,AS,BA,BA-AS,IREL,PSCI,,,,,60,12,200620,0
Brown,Nancy,R,A00902294,201120,F,U,AS,BA,BA-AS,IREL,,MKTG,,,,50,70,201020,0
Foster,Iva,F,A00979645,201120,F,U,AS,BA,BA-AS,IREL,SPAN,,,,,47,78,200520,1
Holmes,Margaret,B,A00924869,201120,M,U,AS,BA,BA-AS,IREL,SPAN,,,,,30,16,200820,1
Johnston,Gabriel,L,A00989772,201120,F,U,AS,BA,BA-AS,IREL,,PSYC,,,,34,10,200920,0
Sharp,Timothy,G,A00972264,201110,F,U,AS,BA,BA-AS,IREL,PSCI,,,,,42,33,200710,1
Hampton,Wesley,Y,A00964089,201210,F,U,AS,BA,BA-AS,IREL,HIST,,,PLAW,,48,99,200710,1
Adkins,Minerva,N,A00990125,201220,F,G,AS,MA,MA-AS,IREL,,,,,,41,32,201020,1
Hammond,Lida,I,A00938784,201220,F,U,AS,BA,BA-AS,IREL,HIST,,,PLAW,,56,44,200720,1
Crawford,Ronald,D,A00933669,201220,F,U,AS,BA,BA-AS,IREL,,MKTG,,,,37,29,200920,0
McBride,Mayme,V,A00984318,201320,F,U,AS,BA,BA-AS,IREL,,MKTG,,,,51,34,201120,1
Blake,Willie,O,A00951626,201320,F,U,AS,BA,BA-AS,IREL,PSCI,,,,,48,26,201120,1
Chapman,Dean,C,A00905506,201320,M,U,AS,BA,BA-AS,IREL,FRGM,PSCI,,MTCS,,51,94,200820,1
James,Sophia,B,A00953186,201320,F,U,AS,BA,BA-AS,IREL,PSCI,,,,,54,35,201220,1
Wolfe,Lina,I,A00954877,201420,F,U,AS,BA,BA-AS,IREL,PSCI,,,,,66,45,201220,0
Soto,Darrell,C,A00995059,201420,F,U,AS,BA,BA-AS,IREL,,PSYC,,,,51,38,201120,1
Lawson,Chester,E,A00999270,201420,F,U,AS,BA,BA-AS,IREL,FRGM,PSCI,,MTCS,,49,22,200820,0
Pittman,Jacob,N,A00972614,201420,F,U,AS,BA,BA-AS,IREL,HIST,,,PLAW,,45,76,201220,1
Harvey,Devin,T,A00925799,201520,F,U,AS,BA,BA-AS,IREL,FRGM,PSCI,,MTCS,,56,99,201020,1
Morrison,Bessie,F,A00978591,201520,F,U,AS,BA,BA-AS,IREL,FRGM,PSCI,,MTCS,,46,47,201220,1
McCoy,Harold,K,A00994009,201510,M,U,AS,BA,BA-AS,IREL,SPAN,,,,,43,15,201310,0
Saunders,Douglas,A,A00982435,201620,F,U,AS,BA,BA-AS,IREL,PSCI,,,,,48,88,201120,1
Chavez,Myra,X,A00910565,201620,F,G,AS,MA,MA-AS,IREL,,,,,,47,98,201220,0
Martin,Todd,Z,A00997663,201610,F,U,AS,BA,BA-AS,IREL,,MKTG,,,,44,41,201010,1
Lyons,Josephine,Q,A00980244,201720,M,U,AS,BA,BA-AS,IREL,,MKTG,,,,53,92,201420,0
Sanders,Adrian,P,A00941906,201710,F,G,AS,MA,MA-AS,IREL,,,,,,52,81,201510,0
Hubbard,Warren,K,A00983701,201720,F,U,AS,BA,BA-AS,IREL,HIST,,,PLAW,,36,56,201420,1
Bailey,Eric,O,A00947650,201010,M,U,BN,BS,BS-BN,IS,,,,,,49,71,200910,1
Fowler,Landon,T,A00973335,201020,M,U,BN,BS,BS-BN,IS,,,,,,41,12,200720,1
Jefferson,Sue,J,A00945788,201010,M,U,BN,BS,BS-BN,IS,,,,,,41,80,200710,1
Pope,Frank,K,A00986420,201120,F,U,BN,BS,BS-BN,IS,,,,,,65,61,201020,0
Schneider,Sarah,O,A00944052,201110,F,U,BN,BS,BS-BN,IS,,,,,,67,17,200910,0
McCarthy,Herman,N,A00973430,201110,M,U,BN,BS,BS-BN,IS,,,,,,39,45,200510,1
Moore,Minerva,D,A00992387,201220,F,U,BN,BS,BS-BN,IS,,,,,,83,31,200820,1
Schultz,Rosie,F,A00978912,201220,F,U,BN,BS,BS-BN,IS,,,,,,59,11,201020,1
Long,Winnie,T,A00989530,201320,F,U,BN,BS,BS-BN,IS,,,,,,39,29,201220,0
Hughes,Elmer,P,A00981075,201320,M,U,BN,BS,BS-BN,IS,,,,,,50,73,200920,1
Carlson,Laura,Q,A00937234,201410,F,U,BN,BS,BS-BN,IS,,,,,,45,18,201010,0
Norton,Lela,N,A00960514,201420,M,U,BN,BS,BS-BN,IS,,,,,,60,93,200820,1
Jennings,Anne,U,A00993653,201520,M,U,BN,BS,BS-BN,IS,,,,,,48,68,201220,1
Lucas,Etta,I,A00999838,201520,M,U,BN,BS,BS-BN,IS,,SCM,,,,68,65,201220,1
Lynch,Martin,P,A00937181,201620,M,U,BN,BS,BS-BN,IS,,,,,,56,24,201220,1
Watts,Ronald,Y,A00952752,201720,M,U,BN,BS,BS-BN,IS,,,,,,56,27,201620,1
Underwood,Sylvia,W,A00977704,201020,M,U,BN,BS,BS-BN,ISA,FIN,SPAN,,,,50,68,200920,0
Hogan,Alma,F,A00936633,201020,M,U,BN,BS,BS-BN,ISA,,,,,,61,98,200420,1
Newman,Ida,J,A00942346,201020,M,U,BN,BS,BS-BN,ISA,,CSCI,,,,78,83,200720,1
Gutierrez,Lizzie,O,A00934110,201120,M,U,BN,BS,BS-BN,ISA,,,,,,30,14,200620,0
Jenkins,Anthony,E,A00923899,201120,F,U,BN,BS,BS-BN,ISA,,,,,,56,32,201020,1
